picname	A (area)	L (length)	W (width)	P (perimeter)	stock (large)	stock (NS)	circularity (P^2/A)		roundness (4A/?L^2)		Ellipticity (L-W)/(L+W)		Form factor (4?A/P^2)		Rectangularity (A/LW)		
	47.90851513	12.06403941	5.733990148	36.90883925			28.43466158		0.419118986		0.355660116		0.441938462		0.692568957		
	0.000169866	0.014778325	0.014778325	0.047570711			13.32211914		0.990297424		0		0.943271148		0.777777778		
	35.27529181	9.349753695	4.990147783	28.96690655			23.78666858		0.513783784		0.304019237		0.528294686		0.75606135		
	48.62068966	11.53694581	5.916256158	43.87381767			39.59038612		0.465103414		0.322043466		0.31740965		0.712333374		
	3238.478075	10.36453202	4.995073892	2867.515231			2539.045629		38.38412851		0.349583066		0.00494925		62.55317335		
	40.0863161	10.98029557	5.275862069	33.5295289			28.04521388		0.423329179		0.350909091		0.448075407		0.691972258		
	46.2575287	10.89655172	5.798029557	35.02451998			26.51929393		0.496037347		0.305399823		0.473857662		0.732171664		
	56.02597734	12.71428571	6.487684729	41.02666173			30.04297387		0.441281404		0.324268856		0.41827985		0.679215734		
	2913.106081	11.03448276	5.325123153	2892.91314			2872.860172		30.46228364		0.348991268		0.004374167		49.57636303		
	39.38352059	10.67487685	5.507389163	33.03956345			27.71750054		0.440046841		0.319330289		0.453373153		0.669893706		
	30.28669708	9.197044335	4.610837438	27.91119888			25.72201983		0.455895675		0.332144131		0.48854525		0.71420654		
	32.58038293	10.27093596	4.669950739	32.39773383			32.21610868		0.393229653		0.37487636		0.390064819		0.679256595		
	49.66137252	11.96059113	6.004926108	35.90708881			25.9622109		0.442001301		0.331505347		0.484025442		0.691446219		
	51.1836128	12.35960591	5.980295567	36.88023761			26.57397264		0.426610764		0.347837765		0.47288265		0.692474308		
	34.80000728	10.27093596	4.729064039	31.69686127			28.87042541		0.420019458		0.369458128		0.435267941		0.716463579		
	0.000169866	0.014778325	0.014778325	0.047570711			13.32211914		0.990297424		0		0.943271148		0.777777778		
